,id,pos,category,stereotype,lemma,level
908,EN1101,n,cds,no,rascal,inclusive
910,EN523,n,an,no,putz,conservative
917,EN533,n,an,no,fuckhead,conservative
920,EN745,n,pa,yes,peasant,inclusive
921,EN733,n,ps,yes,barbarousness,conservative
925,EN524,n,ddp,yes,simpleton,conservative
942,EN516,n,or,no,idiot,conservative
972,EN1909,n,ddp,yes,moron,inclusive
975,EN882,n,ddp,yes,dumbbell,conservative
976,EN524,n,cds,no,simpleton,conservative
985,EN517,n,asf,no,saphead,conservative
991,EN522,n,asm,no,chump,conservative
1000,EN7996,n,dmc,yes,recreant,conservative
1006,EN879,n,ddp,yes,dope,conservative
1007,EN5019,n,dmc,yes,lying by omission,inclusive
1009,EN5517,n,re,no,mafiosi,conservative
1012,EN362,a,ddp,yes,unlettered,inclusive
1016,EN1893,n,cds,no,imbecile,inclusive
1022,EN5498,n,re,no,m o f f i a,inclusive
1025,EN862,n,an,no,mug,conservative
1026,EN3371,n,svp,no,gourmandise,inclusive
1030,EN5510,n,re,no,sicilian mobsters,inclusive
1032,EN498,n,ddp,yes,foolishness,conservative
1034,EN2543,n,ddp,yes,katerfelts,conservative
1040,EN1704,n,an,no,tramp,conservative
1044,EN3462,n,cds,no,delict,inclusive
1059,EN4773,n,cds,no,imp,conservative
1084,EN523,n,asf,no,putz,conservative
1090,EN1315,n,ddp,yes,mother-fucker,conservative
1105,EN1262,n,dmc,yes,rat,conservative
1108,EN5011,n,dmc,yes,lazybones,conservative
1119,EN6917,a,svp,no,pretentious,conservative
1128,EN3808,n,cds,no,fascist,conservative
1140,EN1895,n,asm,no,changeling,inclusive
1154,EN5024,n,qas,no,lying in trade,conservative
1215,EN863,n,asf,no,soft touch,conservative
1225,EN7574,n,pr,no,lampyris obscurella,inclusive
1231,EN1101,n,an,no,rascal,conservative
1257,EN858,n,ps,yes,sucker,conservative
1258,EN1122,n,dmc,yes,outlawry,inclusive
1268,EN2465,n,om,no,homosexual,inclusive
1277,EN2732,n,cds,no,cross,inclusive
1287,EN2776,n,cds,no,crossbreed,inclusive
1293,EN863,n,cds,no,soft touch,conservative
1304,EN578,n,svp,no,rapacity,conservative
1313,EN7470,a,ps,yes,jewish,inclusive
1316,EN523,n,or,no,putz,conservative
1325,EN527,n,or,no,bonehead,conservative
1334,EN6915,n,cds,no,handjob,conservative
1354,EN1134,n,ddp,yes,tattler,conservative
1367,EN861,n,asf,no,mark,conservative
1373,EN516,n,ddp,yes,idiot,inclusive
1376,EN891,n,an,no,trollop,conservative
1380,EN334,n,an,no,trumpery,conservative
1381,EN1753,n,an,no,villainous,conservative
1387,EN5341,n,svp,no,slacking,conservative
1394,EN527,n,an,no,bonehead,conservative
1395,EN673,n,asm,no,bolox,inclusive
1402,EN5714,a,dmc,yes,villainous,conservative
1422,EN502,a,an,no,headless,conservative
1424,EN1926,n,ps,yes,coo yon,conservative
1427,EN2043,n,dmc,yes,fraudster,conservative
1440,EN1103,n,re,no,scallywag,inclusive
1442,EN3741,n,cds,no,procurer,inclusive
1443,EN4774,n,cds,no,scamp,inclusive
1445,EN3381,n,svp,no,gourmand,conservative
1469,EN1235,n,an,no,pig,inclusive
1470,EN354,n,cds,no,zealotry,inclusive
1495,EN1905,n,cds,no,idiocies,inclusive
1508,EN858,n,asm,no,sucker,conservative
1515,EN517,n,an,no,saphead,conservative
1518,EN620,n,svp,no,mean,inclusive
1520,EN1705,n,svp,no,bum,conservative
1530,EN1915,n,ddp,yes,th. metzger,inclusive
1539,EN1926,n,ddp,yes,coo yon,conservative
1550,EN1705,n,om,no,bum,inclusive
1551,EN3396,n,svp,no,gourmandizing,inclusive
1556,EN2680,n,asm,no,wankily,conservative
1557,EN498,n,asf,no,foolishness,conservative
1559,EN2193,n,asm,no,pecker,inclusive
1569,EN723,n,cds,no,brigand,inclusive
1580,EN743,n,dmc,yes,barbarians,conservative
1583,EN513,n,asm,no,fool,inclusive
1591,EN618,n,is,yes,tightwaddery,conservative
1594,EN338,n,asf,no,rubbish,conservative
1595,EN1410,n,ddp,yes,bungler,conservative
1602,EN1934,n,pr,no,bitch,conservative
1616,EN1927,n,cds,no,dunderheads,inclusive
1622,EN1100,n,re,no,varlet,conservative
1625,EN1903,n,cds,no,galoot,inclusive
1626,EN1909,n,ps,yes,moron,conservative
1639,EN3688,n,dmc,yes,wretch,inclusive
1640,EN1903,n,asm,no,galoot,inclusive
1646,EN4772,n,re,no,monkey,inclusive
1650,EN723,n,cds,no,brigand,conservative
1669,EN4415,n,pr,no,mannii,conservative
1672,EN2575,n,cds,no,municipal composting,conservative
1686,EN1888,n,cds,no,coward,conservative
1692,EN1740,n,re,no,heavies,conservative
1696,EN1752,n,dmc,yes,villians,conservative
1701,EN925,n,an,no,street walkers,conservative
1703,EN733,n,dmc,yes,barbarousness,conservative
1716,EN1062,n,cds,no,bigget,conservative
1731,EN2053,n,qas,no,scum,conservative
1745,EN5482,n,re,no,maffia,conservative
1748,EN530,n,ddp,yes,dunderhead,conservative
1753,EN738,n,dmc,yes,goth,conservative
1769,EN1228,n,dmc,yes,blackguard,conservative
1777,EN663,n,cds,no,churl,conservative
1794,EN1057,a,cds,no,dumb,conservative
1795,EN1074,n,cds,no,gang,inclusive
1810,EN860,n,an,no,patsy,conservative
1815,EN741,n,cds,no,barbarously,conservative
1822,EN2456,n,om,no,faggotry,conservative
1831,EN1724,n,dmc,yes,do-nothing,conservative
1832,EN6637,v,qas,no,bedevil,conservative
1834,EN1416,n,ddp,yes,botcher,conservative
1844,EN10,n,svp,no,laziness,inclusive
1850,EN663,n,svp,no,churl,conservative
1864,EN513,n,ddp,yes,fool,conservative
1867,EN1909,n,asm,no,moron,inclusive
1870,EN5750,n,cds,no,pride,conservative
1876,EN538,n,ddp,yes,muttonhead,conservative
1884,EN1389,n,qas,no,foul-up,inclusive
1889,EN746,n,dmc,yes,birin,conservative
1891,EN1386,n,qas,no,flub,inclusive
1903,EN2044,n,cds,no,grifter,conservative
1905,EN2474,n,or,no,homophilia,conservative
1907,EN5043,n,dmc,yes,dissembled,inclusive
1912,EN389,n,an,no,tree of life animalia,inclusive
1915,EN2475,n,om,no,league for civil education,inclusive
1924,EN515,n,asm,no,muggins,conservative
1943,EN2542,n,ddp,yes,charlantry,conservative
1945,EN513,n,ddp,yes,fool,inclusive
1946,EN2768,n,cds,no,crossbred,inclusive
1954,EN1120,n,re,no,outlawed,inclusive
1970,EN1900,n,ddp,yes,dunder headed,conservative
1971,EN2336,n,asm,no,shag,conservative
1972,EN1728,n,an,no,rabble,conservative
1977,EN1310,n,ddp,yes,mf'er,conservative
1981,EN2861,n,cds,no,culls,conservative
1982,EN608,n,dmc,yes,meanness,inclusive
1983,EN1262,n,pr,no,rat,inclusive
1987,EN1064,n,svp,no,bigot,conservative
1992,EN513,n,an,no,fool,conservative
1994,EN1107,n,an,no,knave,conservative
1996,EN5509,n,re,no,moffia,inclusive
2003,EN3412,n,cds,no,delinquent,conservative
2015,EN1925,n,ddp,yes,coo-yon,inclusive
2027,EN739,n,qas,no,barbarous,conservative
2034,EN1069,n,cds,no,shot caller,inclusive
2035,EN2757,n,cds,no,crop selection,inclusive
2038,EN7155,a,cds,no,crossbred,inclusive
2042,EN2472,n,om,no,homophilic,inclusive
2044,EN1678,n,svp,no,arrogance,conservative
2051,EN686,n,asm,no,bollox,inclusive
2059,EN1866,n,is,yes,castaway,inclusive
2061,EN4773,n,dmc,yes,imp,inclusive
2064,EN609,n,svp,no,stinginess,conservative
2067,EN730,n,qas,no,barberian,conservative
2069,EN1902,n,ddp,yes,cretin,inclusive
2082,EN2043,n,cds,no,fraudster,conservative
2084,EN740,n,cds,no,churls,conservative
2088,EN1925,n,ps,yes,coo-yon,conservative
2092,EN3767,n,cds,no,sextraders,conservative
2095,EN1108,n,re,no,scalawag,inclusive
2101,EN4376,n,cds,no,larceny-theft,inclusive
2107,EN1106,n,dmc,yes,roguery,conservative
2113,EN3191,n,dmc,yes,phony,conservative
2126,EN745,n,dmc,yes,peasant,conservative
2138,EN1734,n,an,no,villainess,conservative
2143,EN6514,n,cds,no,lucrum cessans,conservative
2144,EN4371,n,cds,no,filched,inclusive
2150,EN610,n,svp,no,penuriousness,conservative
2152,EN877,n,cds,no,dummy,inclusive
2159,EN2574,n,cds,no,properties of msw,inclusive
2163,EN386,n,ddp,yes,infaunal,inclusive
2164,EN2470,n,om,no,ghey,conservative
2168,EN338,n,an,no,rubbish,conservative
2169,EN1117,n,cds,no,malefactor,conservative
2171,EN2465,n,or,no,homosexual,conservative
2188,EN1927,n,ddp,yes,dunderheads,conservative
2196,EN2857,n,cds,no,reject,conservative
2197,EN364,a,ddp,yes,illiterate,conservative
2199,EN335,n,ddp,yes,tripe,conservative
2202,EN5508,n,re,no,badda bing,inclusive
2203,EN4442,n,pr,no,kerb crawling,conservative
2218,EN3892,n,asm,no,pickle,inclusive
2223,EN3384,n,svp,no,gormandism,conservative
2227,EN1385,n,dmc,yes,fuckup,conservative
2234,EN705,a,svp,no,grasping,inclusive
2235,EN1380,n,dmc,yes,profligate,inclusive
2240,EN748,n,rci,yes,tike,conservative
2251,EN755,n,ddp,yes,savagery,conservative
2254,EN5030,n,cds,no,prevaricates,conservative
2262,EN1728,n,cds,no,rabble,inclusive
2267,EN1895,n,ddp,yes,changeling,conservative
2271,EN1908,n,asm,no,dunderheaded,inclusive
2275,EN708,a,svp,no,moneygrubbing,conservative
2276,EN4368,n,cds,no,theft,inclusive
2278,EN1414,n,dmc,yes,butcher,conservative
2279,EN1436,n,ddp,yes,viciousness,conservative
2281,EN2038,n,re,no,chiseler,inclusive
2282,EN2465,n,om,no,homosexual,conservative
2287,EN524,n,cds,no,simpleton,inclusive
2298,EN862,n,ps,yes,mug,conservative
2301,EN1707,n,ps,yes,derelict,inclusive
2312,EN2853,n,cds,no,cull,conservative
2318,EN1740,n,dmc,yes,heavies,conservative
2323,EN1892,n,om,no,namby-pamby,conservative
2328,EN1925,n,ddp,yes,coo-yon,conservative
2332,EN2743,n,cds,no,crossings,inclusive
2336,EN1728,n,cds,no,rabble,conservative
2337,EN1062,n,dmc,yes,bigget,conservative
2340,EN5273,n,cds,no,burglar,inclusive
2341,EN4242,n,dmc,yes,no-account,conservative
2343,EN1741,n,dmc,yes,scoundrel,conservative
2347,EN4351,n,re,no,stealing,inclusive
2348,EN1107,n,cds,no,knave,conservative
2363,EN5802,n,re,no,robber,conservative
2364,EN7967,n,om,no,female illusionist,inclusive
2373,EN1875,n,is,yes,paraiyars,inclusive
2387,EN5508,n,cds,no,badda bing,conservative
2388,EN1702,n,dmc,yes,rotter,conservative
2389,EN747,n,pa,yes,the karls,conservative
2390,EN3318,n,cds,no,can,inclusive
2393,EN743,n,ps,yes,barbarians,conservative
2394,EN1108,n,re,no,scalawag,conservative
2396,EN7712,n,re,no,terroism,inclusive
2399,EN5090,n,cds,no,money lender,conservative
2403,EN606,n,svp,no,closefistedness,conservative
2412,EN2455,n,om,no,faggot,inclusive
2416,EN3688,n,is,yes,wretch,inclusive
2424,EN613,n,an,no,skinflint,conservative
2431,EN5628,n,cds,no,yokel,conservative
2441,EN497,n,ddp,yes,folly,inclusive
2444,EN870,n,cds,no,stupid,conservative
2445,EN5092,n,cds,no,money-lender,inclusive
2447,EN1262,n,dmc,yes,rat,inclusive
2455,EN1883,n,om,no,pansy,conservative
2472,EN951,n,pr,no,rent boys,conservative
2480,EN1898,n,asf,no,idiocity,conservative
2481,EN607,n,an,no,niggardliness,conservative
2485,EN1410,n,cds,no,bungler,conservative
2486,EN1884,n,an,no,sissy,conservative
2494,EN532,n,asf,no,blockhead,conservative
2495,EN1922,n,asf,no,idiotes,conservative
2498,EN404,n,ddp,yes,macrofauna,inclusive
2500,EN857,n,cds,no,fall guy,conservative
2505,EN188,n,cds,no,self-love,conservative
2509,EN663,n,pa,yes,churl,conservative
2510,EN1228,n,cds,no,blackguard,conservative
2516,EN2037,n,cds,no,gouger,inclusive
2524,EN2991,n,asm,no,nitwit,conservative
2527,EN2991,n,asf,no,nitwit,conservative
2528,EN2042,n,dmc,yes,scammer,conservative
2530,EN737,n,dmc,yes,barbarically,conservative
2531,EN1791,n,cds,no,hole,inclusive
2534,EN755,n,ddp,yes,savagery,inclusive
2540,EN5042,n,dmc,yes,behavioral signals of lying,inclusive
2543,EN1025,n,cds,no,fib,conservative
2544,EN1921,n,ps,yes,lout,conservative
2546,EN5520,n,cds,no,m. a. f. i. a.,inclusive
2550,EN867,n,cds,no,dullard,conservative
2554,EN857,n,asf,no,fall guy,conservative
2563,EN861,n,cds,no,mark,conservative
2568,EN7512,a,cds,no,ordinary,inclusive
2569,EN5518,n,re,no,m.o.f.i.a.,inclusive
2574,EN5026,n,qas,no,prevaricate,conservative
2583,EN7529,a,dmc,yes,profligate,conservative
2586,EN737,n,cds,no,barbarically,conservative
2594,EN533,n,ddp,yes,fuckhead,conservative
2595,EN2479,n,or,no,homophile,conservative
2597,EN3397,n,svp,no,gormandises,inclusive
2600,EN4700,n,cds,no,clown,conservative
2610,EN5461,n,cds,no,police officers,conservative
2618,EN7142,a,re,no,violent,inclusive
2619,EN1226,n,an,no,bounder,conservative
2620,EN521,n,cds,no,simple,inclusive
2623,EN1101,n,re,no,rascal,conservative
2628,EN3026,n,cds,no,criminals,inclusive
2633,EN1927,n,asf,no,dunderheads,conservative
2634,EN5024,n,dmc,yes,lying in trade,inclusive
2649,EN522,n,ddp,yes,chump,conservative
2664,EN517,n,ddp,yes,saphead,conservative
2665,EN5957,n,asm,no,stupidities,conservative
2667,EN516,n,ddp,yes,idiot,conservative
2671,EN915,n,pr,no,slattern,conservative
2674,EN6668,v,asm,no,goldbrick,conservative
2677,EN6993,a,dmc,yes,fake,inclusive
2681,EN663,n,is,yes,churl,conservative
2686,EN1106,n,cds,no,roguery,conservative
2689,EN510,n,or,no,twat,conservative
2690,EN1702,n,dmc,yes,rotter,inclusive
2693,EN871,n,ddp,yes,pudden-head,conservative
2696,EN4765,a,dmc,yes,parochial,conservative
2699,EN535,n,asf,no,loggerhead,conservative
2705,EN613,n,svp,no,skinflint,inclusive
2707,EN4055,n,dmc,yes,gangster,inclusive
2712,EN619,n,svp,no,miser,inclusive
2714,EN738,n,ps,yes,goth,conservative
2715,EN1106,n,an,no,roguery,conservative
2716,EN1403,n,cds,no,conformist,conservative
2718,EN741,n,ps,yes,barbarously,conservative
2724,EN2035,n,dmc,yes,trafficker,conservative
2729,EN496,n,asm,no,stupidity,conservative
2744,EN862,n,an,no,mug,inclusive
2745,EN722,n,cds,no,bandit,inclusive
2753,EN1917,n,asm,no,moronism,inclusive
2754,EN1771,n,cds,no,scribble,inclusive
2756,EN746,n,pa,yes,birin,conservative
2765,EN5952,n,asm,no,stupidly,conservative
2772,EN861,n,ps,yes,mark,conservative
2773,EN3842,n,or,no,saunf,inclusive
2775,EN606,n,is,yes,closefistedness,conservative
2781,EN676,n,qas,no,bollix,inclusive
2790,EN1412,n,ddp,yes,fumbler,conservative
2798,EN859,n,asm,no,gull,conservative
2812,EN4461,n,pr,no,whore-mongering,conservative
2821,EN620,n,svp,no,mean,conservative
2838,EN5339,n,cds,no,slacked,conservative
2841,EN3909,n,dmc,yes,jokesters,inclusive
2842,EN882,n,asm,no,dumbbell,conservative
2843,EN497,n,asm,no,folly,conservative
2844,EN617,n,svp,no,misers,inclusive
2846,EN6856,n,is,yes,mendicant,inclusive
2854,EN3365,n,svp,no,gormandise,conservative
2856,EN4465,n,pr,no,kerb crawlers,inclusive
2859,EN7460,n,cds,no,second-rater,conservative
2863,EN4954,n,pa,yes,jesuit,inclusive
2865,EN2476,n,om,no,homo,conservative
2866,EN746,n,ps,yes,birin,conservative
2876,EN1734,n,dmc,yes,villainess,conservative
2878,EN5518,n,re,no,m.o.f.i.a.,conservative
2880,EN4436,n,pr,no,meretricious,conservative
2884,EN1906,n,asm,no,eejit,inclusive
2885,EN3077,n,re,no,criminous,inclusive
2886,EN522,n,cds,no,chump,inclusive
2895,EN1917,n,asf,no,moronism,conservative
2901,EN513,n,cds,no,fool,conservative
2905,EN857,n,ps,yes,fall guy,conservative
2906,EN1909,n,cds,no,moron,inclusive
2908,EN1926,n,cds,no,coo yon,inclusive
2910,EN6855,n,is,yes,beggar,inclusive
2911,EN332,n,ddp,yes,codswallop,conservative
2913,EN744,n,ddp,yes,barbaric,conservative
2918,EN948,n,pr,no,streetwalker,conservative
2926,EN523,n,cds,no,putz,inclusive
2933,EN521,n,cds,no,simple,conservative
2935,EN336,n,asf,no,applesauce,conservative
2936,EN1095,n,cds,no,moobster,inclusive
2937,EN3393,n,svp,no,gormandised,inclusive
2939,EN2472,n,or,no,homophilic,conservative
2942,EN1028,n,cds,no,taradiddle,conservative
2944,EN3774,n,cds,no,pimpet,inclusive
2945,EN6516,n,cds,no,usurious,conservative
2950,EN1918,n,ddp,yes,retard,conservative
2951,EN1705,n,qas,no,bum,conservative
2954,EN5610,n,qas,no,parasite,conservative
2955,EN1125,n,dmc,yes,criminal,inclusive
2960,EN1908,n,ps,yes,dunderheaded,conservative
2962,EN6035,n,cds,no,shrimp,conservative
2967,EN1902,n,asm,no,cretin,inclusive
2968,EN5515,n,re,no,cosanostra,conservative
2972,EN7706,n,re,no,terrifies,conservative
2975,EN3688,n,cds,no,wretch,conservative
2976,EN1746,n,re,no,miscreants,conservative
2977,EN878,n,asf,no,booby,conservative
2978,EN3460,n,dmc,yes,delicts,inclusive
2983,EN1902,n,ddp,yes,cretin,conservative
2997,EN4690,n,cds,no,hybris,inclusive
2998,EN1649,n,cds,no,egotistic,conservative
3004,EN2036,n,cds,no,chiseller,conservative
3007,EN537,n,or,no,numskull,conservative
3008,EN1708,n,dmc,yes,skunk,inclusive
3021,EN6791,v,cds,no,moralise,conservative
3029,EN2785,n,cds,no,pest resistance,inclusive
3033,EN861,n,an,no,mark,conservative
3035,EN5034,n,qas,no,dissemble,conservative
3040,EN1917,n,ps,yes,moronism,conservative
3051,EN605,n,svp,no,costiveness,conservative
3059,EN495,n,ddp,yes,betise,conservative
3062,EN612,n,svp,no,miserliness,conservative
3066,EN5339,n,dmc,yes,slacked,conservative
3067,EN435,n,re,no,calumny,inclusive
3068,EN706,a,svp,no,cash-hungry,inclusive
3071,EN4404,n,pr,no,kerb-crawler,conservative
3080,EN607,n,is,yes,niggardliness,conservative
3085,EN1230,n,cds,no,heel,conservative
3094,EN339,n,an,no,trash,conservative
3099,EN2038,n,cds,no,chiseler,conservative
3108,EN882,n,asf,no,dumbbell,conservative
3111,EN1137,n,cds,no,talebearer,conservative
3114,EN5515,n,cds,no,cosanostra,inclusive
3118,EN1409,n,cds,no,bumbler,conservative
3122,EN4244,n,svp,no,good-for-naught,conservative
3125,EN956,n,cds,no,lie,inclusive
3129,EN1233,n,an,no,slovenly person,conservative
3138,EN5290,n,dmc,yes,pilferer,conservative
3145,EN1103,n,an,no,scallywag,conservative
3152,EN1412,n,cds,no,fumbler,conservative
3156,EN1414,n,ddp,yes,butcher,conservative
3160,EN5497,n,re,no,m. o. f. f. i. a.,conservative
3163,EN1731,n,re,no,villainesses,conservative
3165,EN3472,a,qas,no,insane,conservative
3167,EN5626,n,dmc,yes,hayseed,conservative
3174,EN4366,n,cds,no,thefts,inclusive
3176,EN4862,n,is,yes,penurious,inclusive
3177,EN521,n,ddp,yes,simple,conservative
3189,EN535,n,an,no,loggerhead,conservative
3198,EN330,a,svp,no,aggressive,inclusive
3201,EN3890,n,qas,no,mess,inclusive
3202,EN739,n,cds,no,barbarous,conservative
3203,EN5038,n,qas,no,dissembles,conservative
3204,EN2685,n,asm,no,twit,conservative
3212,EN1903,n,ddp,yes,galoot,inclusive
3216,EN1746,n,cds,no,miscreants,conservative
3221,EN1900,n,asm,no,dunder headed,inclusive
3223,EN1933,n,an,no,cunt,conservative
3228,EN1394,n,cds,no,bloomer,inclusive
3234,EN1707,n,dmc,yes,derelict,conservative
3235,EN4909,n,an,no,incompetent,conservative
3239,EN748,n,dmc,yes,tike,conservative
3245,EN1900,n,ps,yes,dunder headed,conservative
3248,EN396,n,ddp,yes,brute,conservative
3249,EN4215,n,qas,no,snoop,inclusive
3253,EN521,n,asm,no,simple,conservative
3254,EN3734,n,cds,no,flesh mongers,conservative
3255,EN513,n,asf,no,fool,conservative
3258,EN878,n,asm,no,booby,conservative
3260,EN5083,n,cds,no,loan sharking,conservative
3263,EN2051,n,qas,no,ragtag,conservative
3270,EN1903,n,asf,no,galoot,conservative
3271,EN1753,n,is,yes,villainous,conservative
3272,EN5948,n,asm,no,lower intelligence,conservative
3273,EN524,n,or,no,simpleton,conservative
3275,EN1913,n,ddp,yes,stupidhead,inclusive
3276,EN1381,n,qas,no,bloopers,inclusive
3282,EN663,n,qas,no,churl,conservative
3288,EN748,n,ps,yes,tike,conservative
3290,EN5288,n,dmc,yes,snitcher,conservative
3297,EN2654,n,asm,no,gullible,conservative
3299,EN1913,n,asm,no,stupidhead,inclusive
3309,EN5030,n,dmc,yes,prevaricates,inclusive
3310,EN2824,n,asf,no,c word,conservative
3319,EN7501,a,qas,no,middle-class,inclusive
3320,EN4401,n,pr,no,w-h-word,inclusive
3321,EN4373,n,cds,no,theives,inclusive
3324,EN511,n,an,no,jackass,conservative
3346,EN4681,n,cds,no,overweeningly,conservative
3349,EN1917,n,cds,no,moronism,inclusive
3353,EN3062,n,re,no,lawlessly,inclusive
3360,EN3066,n,re,no,crimination,inclusive
3369,EN1477,n,an,no,🐄,inclusive
3371,EN610,n,svp,no,penuriousness,inclusive
3374,EN1750,n,an,no,villan,conservative
3376,EN1922,n,cds,no,idiotes,inclusive
3381,EN4409,n,pr,no,prostitude,conservative
3382,EN1923,n,asf,no,idiotic,conservative
3385,EN1388,n,qas,no,blunder,inclusive
3388,EN1871,n,dmc,yes,outcast,inclusive
3391,EN3370,n,svp,no,gormandized,inclusive
3396,EN516,n,ps,yes,idiot,conservative
3398,EN1104,n,dmc,yes,rapscallion,conservative
3403,EN4767,a,svp,no,penurious,conservative
3406,EN3394,n,svp,no,gormandising,inclusive
3408,EN3686,a,ps,yes,black,inclusive
3414,EN4735,n,asm,no,bird,inclusive
3418,EN735,n,dmc,yes,tyke,conservative
3424,EN5069,n,cds,no,uniform small loan law,conservative
3425,EN5079,n,cds,no,shylocking,inclusive
3426,EN531,n,ddp,yes,knucklehead,conservative
3433,EN745,n,ps,yes,peasant,conservative
3440,EN1898,n,cds,no,idiocity,inclusive
3442,EN1923,n,asm,no,idiotic,inclusive
3448,EN4353,n,re,no,larseny,inclusive
3450,EN616,n,is,yes,niggard,conservative
3451,EN316,n,qas,no,odds and ends,inclusive
3452,EN3675,n,dmc,yes,evil,conservative
3454,EN497,n,an,no,folly,conservative
3459,EN1102,n,an,no,ne'er-do-wells,conservative
3462,EN1382,n,cds,no,gag reel,inclusive
3464,EN1684,n,cds,no,vaingloriousness,conservative
3465,EN1896,n,cds,no,idioticness,inclusive
3467,EN516,n,cds,no,idiot,conservative
3470,EN1055,a,ddp,yes,stupid,conservative
3475,EN1387,n,qas,no,blooper,inclusive
3476,EN5026,n,cds,no,prevaricate,conservative
3477,EN7709,n,re,no,terrists,inclusive
3478,EN5497,n,re,no,m. o. f. f. i. a.,inclusive
3479,EN943,n,an,no,man-whore,conservative
3480,EN5022,n,cds,no,prevaricating,inclusive
3484,EN5677,a,dmc,yes,savage,conservative
3486,EN528,n,or,no,hammerhead,conservative
3487,EN7699,n,re,no,terrist,conservative
3489,EN2987,n,ps,yes,lump,conservative
3491,EN665,n,qas,no,orchis,inclusive
3493,EN5011,n,cds,no,lazybones,conservative
3496,EN6663,v,asm,no,rook,conservative
3503,EN4459,n,pr,no,kumpangs,conservative
3505,EN5465,n,cds,no,police men,conservative
3511,EN287,n,svp,no,indolence,inclusive
3515,EN756,n,an,no,brutality,inclusive
3516,EN1456,n,an,no,cows,inclusive
3526,EN734,n,dmc,yes,boor,conservative
3527,EN6851,n,cds,no,tattle,inclusive
3529,EN7895,n,re,no,%e2%80%99ndrangheta,inclusive
3530,EN3675,n,dmc,yes,evil,inclusive
3544,EN1707,n,dmc,yes,derelict,inclusive
3546,EN892,n,pr,no,hooker,conservative
3547,EN4769,a,is,yes,stingy,inclusive
3549,EN320,n,qas,no,mishmash,inclusive
3550,EN2039,n,re,no,frauder,inclusive
3553,EN1707,n,qas,no,derelict,conservative
3557,EN1473,n,pr,no,kine,inclusive
3563,EN396,n,ddp,yes,brute,inclusive
